transaction_id,amount_usd,merchant_category,card_type,auth_method,channel,device_type,is_foreign_transaction,hours_since_last_txn,txn_count_last_24h,distance_from_home_km,card_age_months,customer_age,account_balance_usd,is_new_merchant,used_vpn,ip_country_mismatch,billing_shipping_mismatch,cvv_retry_count,velocity_score,time_of_day_hour,day_of_week,is_ai_generated_scam_attempt,merchant_risk_score,prior_disputes,is_fraud
5958,102.91,Utilities,Discover,OTP,POS,POS Terminal,FALSE,1.51,5,22.92,42,77,9624.04,FALSE,FALSE,FALSE,FALSE,0,32.8,13,4,FALSE,12.6,0,0
5959,64.12,Healthcare,Visa,No Authentication,Online,Tablet,FALSE,1.56,3,68.29,48,18,1196.54,FALSE,FALSE,FALSE,FALSE,0,29.5,4,0,FALSE,44.1,0,0
5960,421.43,Utilities,Visa,3D Secure,Contactless,Android Phone,FALSE,4.21,5,41.14,49,44,250.6,TRUE,FALSE,FALSE,FALSE,0,16.2,19,2,FALSE,41.6,0,0
5961,57.35,Online Retail,Visa,3D Secure,In-App,POS Terminal,FALSE,5.77,2,8.21,44,71,480.04,FALSE,FALSE,FALSE,FALSE,0,6.8,16,1,FALSE,58.1,1,0
5962,523.9,Travel,Visa,No Authentication,Contactless,Android Phone,FALSE,2.1,2,21.55,29,50,14461.13,FALSE,FALSE,FALSE,FALSE,0,17.1,20,5,FALSE,19.1,1,0
5963,74.28,Fuel,Visa,PIN,POS,ATM Machine,FALSE,0.98,5,10.85,41,33,4366.27,FALSE,FALSE,FALSE,FALSE,0,28.9,0,2,FALSE,42.6,0,0
5964,32.17,Fuel,Visa,OTP,Contactless,Smart Watch,FALSE,0.19,7,18.81,49,24,661.12,FALSE,FALSE,FALSE,FALSE,1,56.5,7,3,FALSE,8,1,0
5965,14.55,Gaming,Mastercard,OTP,Contactless,POS Terminal,FALSE,5.24,2,55.22,44,55,4401.49,FALSE,FALSE,FALSE,FALSE,0,11,11,2,FALSE,43.1,0,0
5966,15.03,Utilities,Visa,OTP,Online,iPhone,FALSE,0.38,8,14.84,49,56,1337.45,FALSE,FALSE,FALSE,FALSE,0,60.3,21,6,FALSE,41.2,0,0
5967,74.67,Utilities,Visa,PIN,Online,Mac,FALSE,17.61,3,48.82,47,28,528.65,FALSE,FALSE,FALSE,FALSE,0,0.2,21,1,FALSE,32.3,0,0
5968,37.88,Travel,Mastercard,PIN,Online,Android Phone,FALSE,20.87,3,8.36,43,43,788.16,FALSE,FALSE,FALSE,FALSE,0,3.6,17,0,FALSE,22.6,0,0
5969,135.77,Online Retail,Discover,PIN,Online,iPhone,FALSE,0.36,5,15.43,52,45,1520.53,FALSE,FALSE,FALSE,FALSE,0,56.8,2,0,FALSE,31.5,1,0
5970,151.73,Online Retail,Mastercard,3D Secure,Online,Windows PC,FALSE,3.47,3,18.16,45,26,1643.9,TRUE,TRUE,FALSE,FALSE,0,24.4,6,3,FALSE,32.8,0,0
5971,104.11,Crypto Exchange,Visa,PIN,In-App,Android Phone,FALSE,5.91,3,3.85,47,28,1897.45,TRUE,FALSE,FALSE,FALSE,1,14.5,16,0,FALSE,84.8,0,0
5972,108.8,Fuel,Visa,PIN,POS,Android Phone,FALSE,22.4,2,34.17,43,55,1220.89,FALSE,FALSE,FALSE,FALSE,0,8.2,5,5,FALSE,35.7,0,0
5973,40.23,Restaurants,Amex,PIN,Contactless,ATM Machine,FALSE,15.37,3,23.96,43,62,2630.92,TRUE,FALSE,FALSE,FALSE,2,6.5,17,5,FALSE,26.7,1,0
5974,33.49,Healthcare,Amex,Biometric,Contactless,Mac,FALSE,2.05,8,26.82,46,69,3502.6,FALSE,TRUE,FALSE,FALSE,1,36.3,10,3,FALSE,54,0,0
5975,786.38,Travel,Mastercard,Biometric,POS,Mac,FALSE,5.8,5,20.01,51,23,5312.15,FALSE,FALSE,FALSE,FALSE,0,18.1,16,0,FALSE,33,0,0
5976,63.77,Groceries,Mastercard,Biometric,In-App,Android Phone,FALSE,30.41,4,39.42,54,47,578.23,FALSE,FALSE,FALSE,FALSE,0,16.6,13,6,FALSE,16.1,0,0
5977,89.35,Online Retail,Mastercard,OTP,Contactless,Windows PC,FALSE,2.28,1,25.17,39,65,356.3,FALSE,FALSE,FALSE,FALSE,0,14.1,20,0,FALSE,34,0,0
5978,95.72,Restaurants,Discover,3D Secure,Contactless,Android Phone,FALSE,12.92,5,40.64,54,58,1688.75,FALSE,FALSE,FALSE,FALSE,0,26,13,0,FALSE,38,0,0
5979,46.4,Electronics,Discover,3D Secure,Online,POS Terminal,FALSE,15.82,4,11.49,48,64,36592.8,FALSE,FALSE,FALSE,TRUE,0,23.5,1,1,FALSE,58.5,0,0
5980,99.25,Electronics,RuPay,OTP,Online,Windows PC,FALSE,18.14,4,21.99,48,72,3958.11,TRUE,FALSE,FALSE,FALSE,0,5.9,3,0,FALSE,48.3,1,0
5981,655.93,Gaming,Mastercard,3D Secure,POS,iPhone,FALSE,1.39,3,61.35,43,45,2778.33,FALSE,FALSE,FALSE,FALSE,0,2,11,0,FALSE,40.7,0,0
5982,30.88,Utilities,Visa,OTP,Online,Android Phone,FALSE,5.78,4,17.43,59,52,1217.85,TRUE,FALSE,TRUE,FALSE,0,20.8,20,0,FALSE,23.2,0,0
5983,522.74,Online Retail,Mastercard,OTP,In-App,POS Terminal,FALSE,3.86,1,61.7,46,55,9313.84,FALSE,FALSE,FALSE,FALSE,1,0,23,4,FALSE,27.4,1,0
5984,214.36,Gift Cards,Mastercard,PIN,POS,iPhone,TRUE,2.66,1,6.67,53,26,235.47,FALSE,FALSE,FALSE,FALSE,2,3.5,14,6,FALSE,62.1,0,0
5985,777.2,Electronics,Visa,OTP,Online,iPhone,FALSE,3.56,3,2.86,46,62,1432.27,FALSE,FALSE,FALSE,FALSE,0,16.7,8,5,FALSE,47,1,0
5986,152.97,Electronics,Mastercard,PIN,Contactless,Windows PC,FALSE,12.09,0,31.31,41,35,2583.88,FALSE,FALSE,FALSE,FALSE,0,0,7,2,FALSE,33.9,0,0
5987,13.4,Restaurants,Visa,PIN,In-App,ATM Machine,FALSE,24.42,2,14.86,48,68,2420.68,TRUE,FALSE,FALSE,FALSE,0,14.6,9,0,FALSE,44.5,0,0
5988,712.54,Electronics,Visa,OTP,ATM,Android Phone,FALSE,4.41,5,27.28,54,54,668,FALSE,FALSE,FALSE,FALSE,0,15.2,9,5,FALSE,46.9,0,0
5989,64.28,Online Retail,Visa,OTP,Online,iPhone,FALSE,6.36,1,5.38,50,62,4289.65,FALSE,FALSE,FALSE,FALSE,0,9.4,3,0,FALSE,37.6,0,0
5990,167.15,Restaurants,Mastercard,OTP,Online,Smart Watch,FALSE,0.42,3,33.96,42,38,2094.87,FALSE,FALSE,FALSE,FALSE,0,35.3,15,4,FALSE,37.6,1,0
5991,116.11,Fuel,Visa,3D Secure,POS,Tablet,FALSE,0.84,5,14.99,34,70,13313.86,FALSE,FALSE,FALSE,FALSE,0,42.5,4,3,FALSE,27.2,0,0
5992,72.87,Healthcare,Visa,Biometric,Contactless,Android Phone,FALSE,7.79,3,27.06,51,59,9361.21,FALSE,FALSE,FALSE,FALSE,0,7,5,0,FALSE,46.1,0,0
5993,57.51,Electronics,Amex,No Authentication,Contactless,Android Phone,FALSE,0.45,4,3.8,50,19,579.54,FALSE,FALSE,FALSE,FALSE,1,34.8,23,4,FALSE,60.4,0,0
5994,158.78,Streaming,Amex,Biometric,Contactless,Android Phone,FALSE,1.69,2,15.59,44,39,909.96,FALSE,FALSE,FALSE,FALSE,0,19.6,15,1,FALSE,67.4,0,0
5995,88.29,Groceries,Amex,OTP,Contactless,Smart Watch,FALSE,12.28,2,29.23,40,55,1027.83,TRUE,FALSE,FALSE,FALSE,0,0,2,4,FALSE,25.8,0,0
5996,69.79,Restaurants,Mastercard,OTP,POS,Android Phone,FALSE,24.92,4,16.7,41,32,1382.36,FALSE,FALSE,FALSE,FALSE,0,20.3,0,5,FALSE,28.1,0,0
5997,22.02,Utilities,Visa,3D Secure,Contactless,iPhone,FALSE,5.6,1,22.62,46,56,7955.91,TRUE,FALSE,FALSE,FALSE,0,3.6,21,1,FALSE,22.3,1,0
5998,81.4,Electronics,Visa,Biometric,POS,Android Phone,TRUE,12.64,2,31.52,58,62,1038.74,FALSE,TRUE,FALSE,FALSE,0,11.3,23,4,FALSE,45.1,0,0
5999,25.82,Travel,Visa,3D Secure,In-App,Windows PC,FALSE,2.3,2,42.07,38,64,2235.42,FALSE,FALSE,FALSE,FALSE,0,20,9,0,FALSE,30.2,0,0
6000,105.38,Gaming,RuPay,PIN,POS,Android Phone,FALSE,7.05,7,18.34,37,55,10020.4,FALSE,FALSE,FALSE,FALSE,0,32,17,1,FALSE,41.6,0,0
6001,216.86,Healthcare,Mastercard,3D Secure,Online,Windows PC,FALSE,5.98,4,2.94,52,67,4117.33,TRUE,FALSE,FALSE,FALSE,0,28,15,1,FALSE,32.1,1,0
6002,17.01,Gaming,Mastercard,Biometric,POS,Android Phone,FALSE,15.63,4,28.56,67,57,579.31,FALSE,FALSE,FALSE,FALSE,0,30,22,2,FALSE,59.4,0,0
6003,29.02,Groceries,Mastercard,3D Secure,In-App,iPhone,FALSE,0.05,5,14.35,53,61,6799.09,FALSE,FALSE,FALSE,FALSE,0,47.6,15,2,FALSE,30.6,0,0
6004,196.4,Travel,Amex,No Authentication,In-App,Tablet,FALSE,7.15,1,10.15,46,48,979.43,TRUE,FALSE,FALSE,FALSE,1,11.9,8,1,FALSE,48.2,0,0
6005,183.59,Groceries,Mastercard,3D Secure,Contactless,iPhone,FALSE,5.29,0,3.75,54,26,2503.99,FALSE,FALSE,FALSE,FALSE,0,0,13,6,FALSE,46.9,0,0
6006,51.47,Gift Cards,Mastercard,No Authentication,POS,iPhone,FALSE,20.39,3,22.64,44,76,992.18,FALSE,FALSE,FALSE,FALSE,0,14.1,14,2,FALSE,83.7,0,0
6007,16.38,Utilities,Mastercard,Biometric,POS,Windows PC,FALSE,16.69,4,46.08,53,73,1625.27,FALSE,FALSE,FALSE,FALSE,0,26.9,10,1,FALSE,25.3,0,0
6008,118.42,Groceries,Visa,OTP,POS,Android Phone,FALSE,7.55,7,19.64,45,25,1053.05,TRUE,FALSE,FALSE,FALSE,1,37.8,4,6,FALSE,35.7,1,0
6009,78.44,Gaming,Mastercard,No Authentication,Online,Windows PC,FALSE,0.93,2,18.25,61,72,16108.44,FALSE,FALSE,FALSE,FALSE,0,33.9,2,6,FALSE,67.1,0,0
6010,37.51,Fuel,Mastercard,3D Secure,POS,Android Phone,FALSE,19.48,4,41.84,63,21,2301.67,FALSE,FALSE,FALSE,FALSE,0,0,9,6,FALSE,44.9,0,0
6011,157.29,Online Retail,RuPay,3D Secure,In-App,POS Terminal,FALSE,32.17,5,59.34,39,77,6138.56,FALSE,FALSE,FALSE,FALSE,0,22.3,8,6,FALSE,23.1,0,0
6012,726,Travel,Mastercard,3D Secure,In-App,Mac,FALSE,3.98,9,6.49,59,21,8239.64,FALSE,FALSE,FALSE,FALSE,0,42.8,13,4,FALSE,7.4,0,0
6013,56.5,Online Retail,Mastercard,PIN,In-App,Smart Watch,FALSE,21.83,2,45.07,46,27,902.4,FALSE,FALSE,FALSE,FALSE,0,20.1,6,3,FALSE,24.8,0,0
6014,15.48,Online Retail,Mastercard,No Authentication,Online,Mac,FALSE,41.38,1,16.41,54,63,1969.3,FALSE,FALSE,FALSE,FALSE,0,2.1,4,3,FALSE,41.5,0,0
6015,10.74,Online Retail,Mastercard,Biometric,Online,Android Phone,FALSE,14.74,4,40.29,49,28,294.15,FALSE,FALSE,FALSE,FALSE,1,27.3,6,6,FALSE,29.9,1,0
6016,43.25,Online Retail,Amex,PIN,In-App,Windows PC,FALSE,0.4,1,5.15,51,33,2783.06,TRUE,FALSE,FALSE,FALSE,0,23.2,13,5,FALSE,38.3,0,0
6017,32.26,Healthcare,Mastercard,Biometric,POS,Android Phone,FALSE,3.83,2,11.36,42,26,1284.99,FALSE,FALSE,FALSE,FALSE,0,21.3,6,4,FALSE,49.9,0,0
6018,5.39,Fuel,Mastercard,OTP,Contactless,Android Phone,FALSE,0.43,2,22.21,39,76,3950.21,TRUE,TRUE,FALSE,FALSE,0,36.7,23,4,FALSE,26.8,0,0
6019,252.23,Groceries,Visa,3D Secure,Contactless,iPhone,FALSE,3.84,3,4.07,43,54,1491.04,FALSE,FALSE,FALSE,FALSE,0,18.2,4,5,FALSE,29.1,1,0
6020,76.65,Fuel,Amex,Biometric,Online,Android Phone,FALSE,2.14,5,26.13,46,25,1046.53,FALSE,FALSE,FALSE,FALSE,0,37.8,23,4,FALSE,38.8,1,0
6021,472.99,Crypto Exchange,Mastercard,PIN,ATM,POS Terminal,FALSE,18.85,1,1.89,43,81,881.68,TRUE,FALSE,FALSE,FALSE,0,0,3,6,FALSE,59,1,0
6022,12.92,Fuel,Visa,PIN,POS,Android Phone,FALSE,7.44,2,6.37,58,46,4434.9,FALSE,FALSE,FALSE,FALSE,1,8.9,2,5,FALSE,40.7,0,0
6023,5.4,Streaming,Visa,OTP,Online,iPhone,FALSE,23.65,3,64.27,52,21,959.16,FALSE,FALSE,FALSE,FALSE,0,5.1,22,1,FALSE,39.6,1,0
6024,263.72,Healthcare,Visa,OTP,Online,Smart Watch,FALSE,5.02,3,3.76,41,62,1114.94,TRUE,FALSE,FALSE,FALSE,0,8.8,4,6,FALSE,40.5,1,0
6025,82.89,Healthcare,Visa,PIN,Online,iPhone,TRUE,14.12,1,32.12,43,31,1005.54,FALSE,FALSE,FALSE,FALSE,0,0,4,2,FALSE,31.6,0,0
6026,27.63,Restaurants,RuPay,OTP,In-App,Android Phone,FALSE,1.02,3,12.25,43,20,1154.87,TRUE,FALSE,FALSE,FALSE,0,27,8,3,FALSE,26.9,1,0
6027,79.8,Restaurants,Amex,3D Secure,In-App,Android Phone,FALSE,4.94,2,65.11,51,74,631.9,FALSE,FALSE,FALSE,FALSE,0,16.9,13,4,FALSE,2.8,1,0
6028,21.63,Online Retail,Visa,Biometric,Contactless,Windows PC,FALSE,4.23,5,52.8,52,75,724.99,FALSE,FALSE,FALSE,FALSE,0,28.9,19,6,FALSE,29.8,0,0
6029,48.06,Utilities,Visa,3D Secure,Contactless,Android Phone,FALSE,5.4,2,85.51,60,48,1342.31,TRUE,FALSE,FALSE,FALSE,1,24.8,13,4,FALSE,45.1,0,0
6030,5.04,Online Retail,Visa,3D Secure,In-App,POS Terminal,FALSE,5.42,3,25.18,44,18,1881.17,FALSE,FALSE,FALSE,FALSE,0,11.6,6,1,FALSE,29.2,0,0
6031,138.24,Fuel,Visa,OTP,In-App,POS Terminal,FALSE,2.95,1,10.16,44,75,1101.27,FALSE,FALSE,FALSE,FALSE,0,5.1,9,6,FALSE,33.6,0,0
6032,43.84,Gift Cards,Amex,3D Secure,Contactless,POS Terminal,FALSE,10.4,3,15.13,49,70,3263.19,FALSE,FALSE,FALSE,FALSE,0,1.4,11,6,FALSE,73.4,0,0
6033,67.56,Fuel,Visa,OTP,POS,Android Phone,FALSE,8.63,2,13.41,46,79,7552.21,FALSE,FALSE,FALSE,FALSE,2,9.3,9,2,FALSE,23.9,1,0
6034,108.86,Healthcare,Visa,PIN,POS,Windows PC,FALSE,4.24,3,8.18,53,75,2945.9,FALSE,FALSE,FALSE,FALSE,0,4.8,8,6,FALSE,14,0,0
6035,63.53,Electronics,Mastercard,PIN,POS,iPhone,FALSE,2.02,2,60.32,40,28,615.92,FALSE,FALSE,FALSE,FALSE,0,24.3,7,1,FALSE,59.3,0,0
6036,167.18,Utilities,Amex,Biometric,Online,iPhone,FALSE,7.84,3,3.34,44,57,2863.12,FALSE,FALSE,FALSE,FALSE,1,17.5,12,6,FALSE,23.4,0,0
6037,801.76,Crypto Exchange,Amex,PIN,Online,ATM Machine,FALSE,0.32,3,18.14,48,44,5815.54,TRUE,FALSE,FALSE,FALSE,0,40.5,0,3,FALSE,72.1,0,0
6038,43.22,Online Retail,Discover,OTP,In-App,Tablet,FALSE,10.82,1,6.83,54,34,751.65,FALSE,FALSE,FALSE,FALSE,0,2.4,4,6,FALSE,28.4,1,0
6039,45.97,Electronics,Mastercard,No Authentication,In-App,iPhone,FALSE,15.08,1,6.33,39,67,493.23,FALSE,FALSE,FALSE,FALSE,0,4.9,21,4,FALSE,26.2,0,0
6040,18.23,Groceries,Mastercard,OTP,Online,Mac,FALSE,6.03,1,1.32,39,28,5755.13,FALSE,FALSE,FALSE,FALSE,0,7.4,23,1,FALSE,30.1,0,0
6041,4.6,Streaming,RuPay,PIN,Contactless,iPhone,FALSE,2.95,6,6.6,51,30,5490.34,TRUE,FALSE,FALSE,FALSE,0,21.8,7,0,FALSE,10.3,0,0
6042,28.42,Groceries,RuPay,Biometric,POS,Windows PC,FALSE,6.89,7,5.75,47,47,256.38,FALSE,TRUE,FALSE,FALSE,0,12.8,0,6,FALSE,39,0,0
6043,604.79,Electronics,Visa,OTP,Contactless,iPhone,FALSE,11.88,2,18.13,50,60,9082.71,FALSE,FALSE,FALSE,FALSE,0,9.6,2,4,FALSE,55.5,0,0
6044,28.79,Restaurants,Mastercard,3D Secure,Contactless,Windows PC,FALSE,5.56,1,41.69,48,64,35103.79,FALSE,FALSE,TRUE,FALSE,0,10.1,18,3,FALSE,43.5,0,0
6045,16.17,Restaurants,Mastercard,3D Secure,Contactless,Tablet,FALSE,10.95,5,21.59,39,79,6235.97,FALSE,TRUE,FALSE,FALSE,1,22.5,13,1,FALSE,38.8,0,0
6046,152.45,Electronics,Amex,OTP,Online,Smart Watch,FALSE,1.41,5,11.52,47,72,1472.52,FALSE,FALSE,FALSE,FALSE,1,34.5,9,6,FALSE,28,0,0
6047,22.33,Restaurants,Visa,3D Secure,Online,iPhone,FALSE,3.72,5,0.01,46,50,8796.77,FALSE,FALSE,FALSE,FALSE,0,39.9,14,3,FALSE,38,1,0
6048,13.53,Gaming,Mastercard,3D Secure,In-App,Windows PC,FALSE,7.49,2,11.9,56,31,9803.29,FALSE,FALSE,FALSE,FALSE,2,17.4,10,3,FALSE,67.3,0,0
6049,15.3,Groceries,RuPay,3D Secure,Contactless,iPhone,FALSE,1.75,5,5.2,56,27,567.86,FALSE,FALSE,FALSE,FALSE,0,19.3,19,4,FALSE,10.2,1,0
6050,60.93,Travel,Visa,OTP,Online,ATM Machine,FALSE,6.61,2,51.57,45,38,1341.96,TRUE,TRUE,FALSE,FALSE,0,17.6,22,5,FALSE,39.6,0,0
6051,25.29,Groceries,Visa,PIN,POS,iPhone,FALSE,2.94,3,21.93,45,54,7614.42,FALSE,FALSE,FALSE,FALSE,0,22,17,3,FALSE,23.8,0,0
6052,338.66,Electronics,Mastercard,No Authentication,In-App,Tablet,FALSE,9.38,3,8.94,48,46,288.21,FALSE,FALSE,FALSE,FALSE,0,16.5,15,3,FALSE,52,0,0
6053,84.93,Crypto Exchange,RuPay,3D Secure,In-App,iPhone,FALSE,2.56,6,19.5,44,44,7195.8,FALSE,FALSE,FALSE,FALSE,0,31.1,12,2,FALSE,90.9,0,0
6054,83.15,Fuel,RuPay,PIN,In-App,iPhone,FALSE,6.21,1,15.81,49,49,607.56,FALSE,FALSE,FALSE,FALSE,1,10.6,22,0,FALSE,42.8,1,0
6055,214.94,Travel,Visa,OTP,POS,Tablet,FALSE,13.12,2,38.57,51,80,2874.16,TRUE,FALSE,FALSE,FALSE,0,8.6,21,2,FALSE,20.7,1,0
6056,115.87,Travel,Discover,OTP,POS,POS Terminal,FALSE,9.1,2,1.72,46,24,512.1,TRUE,FALSE,FALSE,FALSE,0,0,10,1,FALSE,20.8,0,0
6057,69.07,Groceries,RuPay,PIN,Contactless,POS Terminal,FALSE,6.06,4,7.32,54,57,5690.54,FALSE,FALSE,FALSE,FALSE,0,23.6,13,4,FALSE,25.8,0,0
6058,232.59,Online Retail,Visa,3D Secure,POS,Android Phone,FALSE,7.39,4,14.32,67,38,499.81,FALSE,FALSE,FALSE,FALSE,0,15.9,5,2,FALSE,49.5,0,0
6059,3541.29,Travel,RuPay,3D Secure,Online,iPhone,FALSE,4.97,3,20.21,41,75,1049.22,FALSE,FALSE,TRUE,FALSE,0,36.9,20,1,FALSE,47.8,0,0
6060,63.53,Healthcare,Visa,OTP,Contactless,Smart Watch,FALSE,3.76,2,8.16,52,61,1213.75,FALSE,FALSE,FALSE,FALSE,0,13.6,21,1,FALSE,49.8,0,0
6061,37.75,Healthcare,Visa,PIN,In-App,iPhone,FALSE,11.42,2,1.11,37,32,3541.79,TRUE,FALSE,FALSE,FALSE,0,15.8,11,5,FALSE,40,0,0
6062,348.52,Electronics,Mastercard,OTP,Contactless,Android Phone,FALSE,9.29,0,24.84,46,24,874.98,TRUE,FALSE,FALSE,FALSE,0,0,6,5,FALSE,72.3,0,0
6063,54.57,Utilities,Visa,OTP,In-App,Android Phone,TRUE,0.54,1,18.1,48,53,4430.48,FALSE,FALSE,TRUE,FALSE,0,14.6,5,1,FALSE,44.9,3,0
6064,11.48,Utilities,Mastercard,OTP,ATM,POS Terminal,FALSE,1.25,2,49.89,37,19,1387.24,FALSE,FALSE,FALSE,FALSE,0,25.7,0,2,FALSE,33.1,0,0
6065,94.65,Gift Cards,Amex,3D Secure,Contactless,Windows PC,FALSE,0.13,1,22.21,45,81,3582.47,FALSE,FALSE,FALSE,FALSE,0,27.7,22,2,FALSE,61.5,0,0
6066,32.13,Restaurants,Visa,3D Secure,POS,Android Phone,FALSE,15.54,6,43.58,44,59,839.05,FALSE,FALSE,FALSE,FALSE,0,21.2,1,3,FALSE,18.3,1,0
6067,27.69,Online Retail,Mastercard,OTP,Online,iPhone,FALSE,4.35,1,9.94,48,33,487.54,TRUE,FALSE,FALSE,FALSE,0,18.1,5,4,FALSE,49.3,0,0
6068,260.43,Gift Cards,RuPay,PIN,In-App,Windows PC,FALSE,9.78,5,4.99,42,54,9275.96,FALSE,FALSE,FALSE,FALSE,0,24.1,22,6,FALSE,77.1,1,0
6069,325.53,Travel,RuPay,OTP,POS,Tablet,FALSE,4.29,4,40.44,50,38,448.41,FALSE,FALSE,FALSE,FALSE,1,18.3,11,3,FALSE,25.9,0,0
6070,18.51,Online Retail,Amex,PIN,Contactless,Windows PC,FALSE,7.94,2,15.19,34,45,671.38,FALSE,FALSE,FALSE,FALSE,0,2.6,20,4,FALSE,45.3,0,0
6071,52.28,Groceries,Mastercard,Biometric,POS,Android Phone,FALSE,6.52,4,0.86,56,56,9160.6,FALSE,FALSE,FALSE,FALSE,0,21.3,1,6,FALSE,25.7,0,0
6072,8.06,Restaurants,Amex,3D Secure,In-App,Android Phone,FALSE,8.75,3,39.9,38,69,2857.15,TRUE,FALSE,FALSE,FALSE,0,11.4,11,1,FALSE,42.7,0,0
6073,33.3,Groceries,Visa,PIN,Online,iPhone,FALSE,23.73,2,18.47,41,37,1018,TRUE,FALSE,FALSE,FALSE,0,9.6,22,6,FALSE,47.8,0,0
6074,259.02,Groceries,Mastercard,No Authentication,Online,Smart Watch,FALSE,8.32,6,17.33,36,50,2939.51,FALSE,FALSE,FALSE,FALSE,1,34.6,0,5,FALSE,37.9,1,0
6075,52.27,Online Retail,Discover,OTP,Online,Windows PC,FALSE,0.51,4,14.39,42,78,853.59,FALSE,FALSE,FALSE,FALSE,0,41,1,5,FALSE,16.3,0,0
6076,28.41,Restaurants,Discover,PIN,Online,Android Phone,FALSE,22.84,5,8.05,44,59,739.01,FALSE,FALSE,FALSE,FALSE,0,23.9,13,2,FALSE,27.6,0,0
6077,49,Restaurants,Mastercard,OTP,In-App,Android Phone,TRUE,18.49,3,27.79,47,21,2351.4,FALSE,FALSE,FALSE,FALSE,0,25.8,7,6,FALSE,18.4,0,0
6078,63.48,Restaurants,Mastercard,3D Secure,Online,POS Terminal,FALSE,51.87,3,2.14,54,55,4709.73,FALSE,FALSE,FALSE,FALSE,0,23.9,15,5,FALSE,30.8,0,0
6079,78.37,Online Retail,Mastercard,PIN,Online,Windows PC,FALSE,25.07,0,58.39,50,60,1874.54,FALSE,FALSE,FALSE,FALSE,0,0,23,4,FALSE,16.1,0,0
6080,5.67,Restaurants,Mastercard,No Authentication,POS,Mac,FALSE,2.83,5,43.87,49,53,4635.6,FALSE,FALSE,FALSE,FALSE,0,17.4,16,2,FALSE,28.2,0,0
6081,52,Online Retail,Visa,PIN,Online,Android Phone,FALSE,17.57,5,35.5,54,30,1277.14,FALSE,FALSE,FALSE,FALSE,0,32.2,7,4,FALSE,29.7,0,0
6082,12.57,Restaurants,Visa,Biometric,ATM,POS Terminal,FALSE,2.82,6,6.52,48,42,6035.81,FALSE,FALSE,FALSE,FALSE,0,30.2,14,3,FALSE,30,0,0
6083,29.46,Restaurants,Mastercard,OTP,Contactless,iPhone,FALSE,23.7,2,35.06,44,70,2875.95,FALSE,FALSE,TRUE,FALSE,0,11.9,20,4,FALSE,25.2,1,0
6084,31.43,Healthcare,Visa,3D Secure,Online,Tablet,FALSE,16.3,3,4.15,48,25,2488.29,FALSE,FALSE,FALSE,FALSE,0,1.2,5,5,FALSE,47.2,0,0
6085,11.05,Restaurants,Visa,PIN,Online,ATM Machine,FALSE,0.57,1,16.75,49,22,2343.34,FALSE,FALSE,FALSE,FALSE,1,32.6,5,6,FALSE,31.9,0,0
6086,124.91,Groceries,Visa,No Authentication,Online,Android Phone,FALSE,1.99,3,13.6,39,65,6522.62,FALSE,FALSE,TRUE,FALSE,0,28.2,11,3,FALSE,14.9,0,0
6087,39.47,Groceries,Mastercard,PIN,Online,Smart Watch,FALSE,9.54,1,35.8,59,62,639.87,FALSE,FALSE,FALSE,FALSE,0,11.5,9,0,FALSE,0,0,0
6088,13.33,Online Retail,Mastercard,3D Secure,POS,Mac,FALSE,14.53,4,43.15,46,21,304.16,FALSE,FALSE,FALSE,FALSE,0,11.7,8,5,FALSE,36.4,0,0
6089,63.44,Groceries,Mastercard,OTP,Online,Smart Watch,FALSE,5.7,4,73.61,50,19,1113.42,FALSE,FALSE,FALSE,FALSE,0,26.5,9,5,FALSE,60.2,1,0
6090,42.22,Electronics,Visa,PIN,Online,POS Terminal,FALSE,9.39,0,4.94,42,34,2506.49,FALSE,FALSE,FALSE,FALSE,1,0,18,6,FALSE,37.3,0,0
6091,320.47,Travel,Amex,3D Secure,ATM,Windows PC,FALSE,1.67,2,9.32,45,70,1687.26,TRUE,TRUE,FALSE,FALSE,1,21.1,11,1,FALSE,33.9,0,1
6092,22.15,Restaurants,Mastercard,Biometric,POS,Windows PC,FALSE,25.6,5,5.75,50,47,1869.39,FALSE,FALSE,FALSE,FALSE,0,20.3,4,5,FALSE,16.6,1,0
6093,42.28,Restaurants,Mastercard,3D Secure,Online,Windows PC,FALSE,0.26,2,2.48,44,50,2731.52,TRUE,FALSE,FALSE,FALSE,0,30.8,15,4,FALSE,46,0,0
6094,89.96,Online Retail,Visa,No Authentication,Contactless,iPhone,FALSE,2.47,4,40.81,41,47,310.75,TRUE,FALSE,FALSE,FALSE,1,20,21,5,FALSE,21.1,0,0
6095,11.92,Groceries,Mastercard,3D Secure,Contactless,Android Phone,FALSE,10.74,4,16.88,45,38,2139.26,FALSE,FALSE,FALSE,FALSE,0,21.7,0,3,FALSE,25.9,0,0
6096,71.91,Groceries,Mastercard,Biometric,Contactless,iPhone,TRUE,3.4,2,14.72,44,70,28723.42,FALSE,FALSE,FALSE,FALSE,0,10.6,7,0,FALSE,21.8,1,0
6097,72.48,Utilities,Mastercard,Biometric,Online,Smart Watch,FALSE,3.42,5,45.93,50,60,2889.07,TRUE,FALSE,FALSE,FALSE,0,28.9,12,6,FALSE,40.9,0,0
6098,163.31,Restaurants,Mastercard,No Authentication,Contactless,Smart Watch,FALSE,9.06,7,37.42,45,74,283.2,FALSE,FALSE,FALSE,FALSE,0,28.3,10,2,FALSE,26.4,1,0
